mainMedia,header,description,otherImagesFolder,mediaType,format
347JJN0gXu0?si=1O_f409wBuZCzUyY,Dead Earth Origin, The video may not play due to the existence of add bliockers as such use the link below to access<br/><a href="https://youtu.be/347JJN0gXu0?si=CoCwCJkU5pW_yUVh">https://youtu.be/347JJN0gXu0?si=CoCwCJkU5pW_yUVh<a>  <br/>An atempt to develop a science fiction narative driven game.<br/><br/> [Narrative summary will be placed here later] <br/><br/> Development has pausedd indefinately,,youtube,,
FNr0xR-FGzY?si=dU27Jt35_zr6AUqF,Environment Design Attempt1, The video may not play due to the existence of add bliockers as such use the link below to access<br/><a href="https://youtu.be/FNr0xR-FGzY?si=CoCwCJkU5pW_yUVh">https://youtu.be/FNr0xR-FGzY?si=CoCwCJkU5pW_yUVh<a>  <br/>This was an experiment with unreal engine and my attempt at environment design<br/><br/> [Narrative summary will be placed here later] <br/><br/> Development has pausedd indefinately,,youtube,,
