mainMedia,header,description,otherImagesFolder,mediaType,format
"https://www.youtube.com/watch?v=347JJN0gXu0","Dead Earth Origin", "An atempt to develop a science fiction narative driven game.<br/><br/> [Narrative summary will be placed here later] <br/><br/> Development has pausedd indefinately",,youtube,,
