mainMedia,header,description,otherImagesFolder,mediaType,format
347JJN0gXu0?si=1O_f409wBuZCzUyY,"Dead Earth Origin", "An atempt to develop a science fiction narative driven game.<br/><br/> [Narrative summary will be placed here later] <br/><br/> Development has pausedd indefinately",,youtube,,
